year,event,session,rcm_index,source_time_utc,category,message,status,flag,scope,sector,driver_number,lap,scope_key,state_group,transition,state_after_scope,source_url,source_sha256
2020,Hungarian Grand Prix,Race,96,2020-07-19T14:37:02+00:00,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 16:37:01,,BLUE,Driver,,99,62,DRIVER:99,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Hungarian%20Grand%20Prix/Race/rcm.json,37ef0e289ea9a76f27f846e1b97358fd919f9522c0afc3edadc1cbaa5b0ad0c8
2020,Hungarian Grand Prix,Race,97,2020-07-19T14:37:07+00:00,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 16:37:07,,BLUE,Driver,,6,62,DRIVER:6,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Hungarian%20Grand%20Prix/Race/rcm.json,37ef0e289ea9a76f27f846e1b97358fd919f9522c0afc3edadc1cbaa5b0ad0c8
2020,Hungarian Grand Prix,Race,98,2020-07-19T14:37:21+00:00,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 16:37:20,,BLUE,Driver,,6,62,DRIVER:6,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Hungarian%20Grand%20Prix/Race/rcm.json,37ef0e289ea9a76f27f846e1b97358fd919f9522c0afc3edadc1cbaa5b0ad0c8
2020,Hungarian Grand Prix,Race,99,2020-07-19T14:37:29+00:00,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:37:29,,BLUE,Driver,,55,62,DRIVER:55,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Hungarian%20Grand%20Prix/Race/rcm.json,37ef0e289ea9a76f27f846e1b97358fd919f9522c0afc3edadc1cbaa5b0ad0c8
2020,Hungarian Grand Prix,Race,100,2020-07-19T14:39:42+00:00,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:39:42,,BLUE,Driver,,20,64,DRIVER:20,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Hungarian%20Grand%20Prix/Race/rcm.json,37ef0e289ea9a76f27f846e1b97358fd919f9522c0afc3edadc1cbaa5b0ad0c8
2020,Hungarian Grand Prix,Race,101,2020-07-19T14:42:31+00:00,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:42:31,,BLUE,Driver,,20,66,DRIVER:20,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Hungarian%20Grand%20Prix/Race/rcm.json,37ef0e289ea9a76f27f846e1b97358fd919f9522c0afc3edadc1cbaa5b0ad0c8
2020,Hungarian Grand Prix,Race,102,2020-07-19T14:44:01+00:00,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:44:00,,BLUE,Driver,,3,67,DRIVER:3,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Hungarian%20Grand%20Prix/Race/rcm.json,37ef0e289ea9a76f27f846e1b97358fd919f9522c0afc3edadc1cbaa5b0ad0c8
2020,Hungarian Grand Prix,Race,103,2020-07-19T14:46:06+00:00,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:46:05,,BLUE,Driver,,11,68,DRIVER:11,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Hungarian%20Grand%20Prix/Race/rcm.json,37ef0e289ea9a76f27f846e1b97358fd919f9522c0afc3edadc1cbaa5b0ad0c8
2020,Hungarian Grand Prix,Race,104,2020-07-19T14:46:33+00:00,Flag,WAVED BLUE FLAG FOR CAR 5 (VET) TIMED AT 16:46:32,,BLUE,Driver,,5,68,DRIVER:5,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Hungarian%20Grand%20Prix/Race/rcm.json,37ef0e289ea9a76f27f846e1b97358fd919f9522c0afc3edadc1cbaa5b0ad0c8
2020,Hungarian Grand Prix,Race,105,2020-07-19T14:48:43+00:00,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:48:42,,BLUE,Driver,,3,70,DRIVER:3,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Hungarian%20Grand%20Prix/Race/rcm.json,37ef0e289ea9a76f27f846e1b97358fd919f9522c0afc3edadc1cbaa5b0ad0c8
2020,Hungarian Grand Prix,Race,106,2020-07-19T14:49:10+00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,70,GLOBAL,RED_FLAG,ACTIVATE,RED_FLAG,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Hungarian%20Grand%20Prix/Race/rcm.json,37ef0e289ea9a76f27f846e1b97358fd919f9522c0afc3edadc1cbaa5b0ad0c8
2020,Italian Grand Prix,Race,0,2020-09-06T12:55:01+00:00,Other,RISK OF RAIN FOR F1 RACE IS 20%,,,,,,1,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,1,2020-09-06T13:07:05+00:00,Drs,DRS DISABLED,DISABLED,,,,,1,GLOBAL,DRS,CLEAR,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,2,2020-09-06T13:13:28+00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1,GLOBAL,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,3,2020-09-06T13:14:53+00:00,Other,CAR 63 (RUS) MISSED THE 2ND CHICANE,,,,,,1,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,4,2020-09-06T13:15:00+00:00,Other,CAR 10 (GAS) MISSED THE 2ND CHICANE,,,,,,2,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,5,2020-09-06T13:15:52+00:00,Other,"LAP1, TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 10 (GAS) NOTED",,,,,,2,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,6,2020-09-06T13:16:32+00:00,Drs,DRS ENABLED,ENABLED,,,,,3,GLOBAL,DRS,ACTIVATE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,7,2020-09-06T13:17:58+00:00,Other,"LAP2, TURN 1 INCIDENT INVOLVING CARS 23 (ALB) AND 8 (GRO) NOTED",,,,,,4,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,8,2020-09-06T13:18:30+00:00,Other,TURN 1 INCIDENT INVOLVING CARS 10 (GAS) AND 23 (ALB) - NO INVESTIGATION NECESSARY,,,,,,4,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,9,2020-09-06T13:19:43+00:00,Other,TURN 1 INCIDENT INVOLVING CARS 8 (GRO) AND 23 (ALB) UNDER INVESTIGATION,,,,,,5,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,10,2020-09-06T13:21:29+00:00,Other,CAR 5 (VET) MISSED THE 1ST CHICANE,,,,,,6,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,11,2020-09-06T13:23:43+00:00,Other,5 SECOND TIME PENALTY FOR CAR 23 (ALB) - FAILING TO LEAVE A CAR WIDTH TO THE EDGE OF THE TRACK,,,,,,8,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,12,2020-09-06T13:24:43+00:00,Flag,YELLOW IN TRACK SECTOR 3,,YELLOW,Sector,3.0,,8,SECTOR:3.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,13,2020-09-06T13:24:44+00:00,Other,DRS DISABLED IN ZONE 2,,,,,,8,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,14,2020-09-06T13:25:02+00:00,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,9,SECTOR:3.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,15,2020-09-06T13:25:02+00:00,Other,DRS ENABLED IN ZONE 2,,,,,,9,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,16,2020-09-06T13:34:17+00:00,Other,CAR 4 (NOR) TIME 1:25.913 DELETED - TRACK LIMITS AT TURN 11,,,,,,15,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,17,2020-09-06T13:35:20+00:00,Other,CAR 4 (NOR) TIME 1:25.807 DELETED - TRACK LIMITS AT TURN 11,,,,,,16,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,18,2020-09-06T13:35:27+00:00,Other,CAR 77 (BOT) TIME 1:26.388 DELETED - TRACK LIMITS AT TURN 11,,,,,,16,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,19,2020-09-06T13:36:42+00:00,Other,CAR 77 (BOT) TIME 1:25.792 DELETED - TRACK LIMITS AT TURN 11,,,,,,17,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,20,2020-09-06T13:37:09+00:00,Other,CAR 10 (GAS) TIME 1:26.266 DELETED - TRACK LIMITS AT TURN 11,,,,,,17,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,21,2020-09-06T13:38:17+00:00,Other,CAR 10 (GAS) TIME 1:26.281 DELETED - TRACK LIMITS AT TURN 11,,,,,,18,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,22,2020-09-06T13:40:35+00:00,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,20,SECTOR:17.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,23,2020-09-06T13:41:36+00:00,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,20,GLOBAL,SAFETY_CAR,ACTIVATE,SAFETY_CAR,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,24,2020-09-06T13:41:47+00:00,Other,PIT LANE ENTRY CLOSED,,,,,,20,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,25,2020-09-06T13:44:19+00:00,Other,INCIDENT INVOLVING CARS 44 (HAM) AND 99 (GIO) UNDER INVESTIGATION - ENTERING THE PIT LANE WHEN CLOSED,,,,,,21,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,26,2020-09-06T13:45:58+00:00,Other,PIT LANE ENTRY CLEAR,,,,,,22,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,27,2020-09-06T13:46:08+00:00,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,22,SECTOR:17.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,28,2020-09-06T13:47:13+00:00,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,23,GLOBAL,SAFETY_CAR,OBSERVE,SAFETY_CAR,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,29,2020-09-06T13:48:44+00:00,Flag,TRACK CLEAR,,CLEAR,Track,,,23,GLOBAL,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,30,2020-09-06T13:50:22+00:00,Flag,YELLOW IN TRACK SECTOR 16,,YELLOW,Sector,16.0,,25,SECTOR:16.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,31,2020-09-06T13:50:23+00:00,Other,CORRECTION: INCIDENT INVOLVING CARS 44 (HAM) AND 99 (GIO) UNDER INVESTIGATION - ENTERING THE PIT LANE WHEN CLOSED,,,,,,25,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,32,2020-09-06T13:50:27+00:00,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,25,GLOBAL,SAFETY_CAR,ACTIVATE,SAFETY_CAR,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,33,2020-09-06T13:50:47+00:00,Other,MEDICAL CAR DEPLOYED,,,,,,25,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,34,2020-09-06T13:51:32+00:00,Other,10 SECOND STOP/GO PENALTY FOR CAR 99 (GIO) - ENTERING THE PIT LANE WHEN CLOSED,,,,,,25,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,35,2020-09-06T13:52:36+00:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,26,SECTOR:16.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,36,2020-09-06T13:52:39+00:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 17,,DOUBLE YELLOW,Sector,17.0,,26,SECTOR:17.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,37,2020-09-06T13:53:02+00:00,Flag,RED FLAG,,RED,Track,,,26,GLOBAL,RED_FLAG,ACTIVATE,RED_FLAG,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,38,2020-09-06T13:53:02+00:00,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,26,SECTOR:16.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,39,2020-09-06T13:53:02+00:00,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,26,SECTOR:17.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,40,2020-09-06T13:53:20+00:00,Other,CAR 26 (KVY) TIME 1:27.579 DELETED - TRACK LIMITS AT TURN 11,,,,,,26,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,41,2020-09-06T13:53:22+00:00,Other,CAR 26 (KVY) TIME 2:03.764 DELETED - TRACK LIMITS AT TURN 11,,,,,,26,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,42,2020-09-06T13:57:23+00:00,Other,10 SECOND STOP/GO PENALTY FOR CAR 44 (HAM) - ENTERING THE PIT LANE WHEN CLOSED,,,,,,27,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,43,2020-09-06T13:59:05+00:00,Other,INCIDENT INVOLVING CAR 4 (NOR) UNDER INVESTIGATION - DRIVING UNNECESSARILY SLOWING WHEN ENTERING PIT LANE,,,,,,27,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,44,2020-09-06T14:05:47+00:00,Other,TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 33 (VER) NOTED,,,,,,27,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,45,2020-09-06T14:09:11+00:00,Other,SESSION WILL RE-START AT 16:20,,,,,,27,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,46,2020-09-06T14:14:01+00:00,Flag,TRACK CLEAR,,CLEAR,Track,,,27,GLOBAL,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,47,2020-09-06T14:14:46+00:00,Other,INCIDENT INVOLVING CAR 4 (NOR) - NO FURTHER ACTION ,,,,,,27,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,48,2020-09-06T14:17:22+00:00,Other,NO RADIO COMMUNICATIONS ON ROLL AROUND LAP TO THE GRID,,,,,,27,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,49,2020-09-06T14:21:02+00:00,Other,SAFETY CAR WILL ENTER PITS: STANDING START,,,,,,27,OTHER,SAFETY_CAR,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,50,2020-09-06T14:23:15+00:00,Other,TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 33 (VER) UNDER INVESTIGATION,,,,,,28,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
2020,Italian Grand Prix,Race,51,2020-09-06T14:25:01+00:00,Other,CAR 18 (STR) MISSED THE 2ND CHICANE,,,,,,28,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2020/264ae1db8f1381540fb839c89f7b249ae2d8957d/Italian%20Grand%20Prix/Race/rcm.json,49fa56a3045b7715ac55838e6d601dd4572d62c29364547ed471f423930508ac
